field.header.seq,field.header.stamp,field.header.fream_if,field.status,field.status.service,field.latitude,field.longitude,field.altitude,position_covariance0,position_covariance1,position_covariance2,position_covariance3,position_covariance4,position_covariance5,position_covariance6,position_covariance7,position_covariance8,position_covariance_type
1789,1660893900.264212563,gps,0,0,35.6533154850,139.7925796200,4.3230000000,0,0,0,0,0,0,0,0,0,0
1790,1660893900.454706721,gps,0,0,35.6533169317,139.7925813650,4.3280000000,0,0,0,0,0,0,0,0,0,0
1791,1660893900.656365629,gps,0,0,35.6533178467,139.7925828033,4.3510000000,0,0,0,0,0,0,0,0,0,0
1792,1660893900.853429523,gps,0,0,35.6533189883,139.7925845800,4.3390000000,0,0,0,0,0,0,0,0,0,0
1793,1660893901.059614355,gps,0,0,35.6533202900,139.7925863033,4.3340000000,0,0,0,0,0,0,0,0,0,0
1794,1660893901.261469392,gps,0,0,35.6533211833,139.7925875483,4.3570000000,0,0,0,0,0,0,0,0,0,0
1795,1660893901.454699603,gps,0,0,35.6533221750,139.7925890983,4.3500000000,0,0,0,0,0,0,0,0,0,0
1796,1660893901.653339088,gps,0,0,35.6533236150,139.7925908083,4.3430000000,0,0,0,0,0,0,0,0,0,0
1797,1660893901.849006019,gps,0,0,35.6533245967,139.7925924483,4.3790000000,0,0,0,0,0,0,0,0,0,0
1798,1660893902.060321082,gps,0,0,35.6533254483,139.7925942267,4.3770000000,0,0,0,0,0,0,0,0,0,0
1799,1660893902.264592151,gps,0,0,35.6533265983,139.7925962150,4.3660000000,0,0,0,0,0,0,0,0,0,0
1800,1660893902.456214298,gps,0,0,35.6533275383,139.7925975133,4.3850000000,0,0,0,0,0,0,0,0,0,0
1801,1660893902.655578032,gps,0,0,35.6533283833,139.7925989317,4.3840000000,0,0,0,0,0,0,0,0,0,0
1802,1660893902.854485419,gps,0,0,35.6533297317,139.7926006317,4.3620000000,0,0,0,0,0,0,0,0,0,0
1803,1660893903.062572023,gps,0,0,35.6533307733,139.7926021250,4.3850000000,0,0,0,0,0,0,0,0,0,0
1804,1660893903.263542614,gps,0,0,35.6533316550,139.7926037650,4.4070000000,0,0,0,0,0,0,0,0,0,0
1805,1660893903.456281798,gps,0,0,35.6533327650,139.7926057667,4.3900000000,0,0,0,0,0,0,0,0,0,0
1806,1660893903.649633013,gps,0,0,35.6533338967,139.7926073300,4.4140000000,0,0,0,0,0,0,0,0,0,0
1807,1660893903.855060112,gps,0,0,35.6533347383,139.7926088817,4.4160000000,0,0,0,0,0,0,0,0,0,0
1808,1660893904.059545251,gps,0,0,35.6533360300,139.7926105017,4.3970000000,0,0,0,0,0,0,0,0,0,0
1809,1660893904.264461068,gps,0,0,35.6533374767,139.7926117983,4.4130000000,0,0,0,0,0,0,0,0,0,0
1810,1660893904.457211534,gps,0,0,35.6533384017,139.7926134017,4.4370000000,0,0,0,0,0,0,0,0,0,0
1811,1660893904.656439055,gps,0,0,35.6533396300,139.7926153983,4.3920000000,0,0,0,0,0,0,0,0,0,0
1812,1660893904.859317149,gps,0,0,35.6533405317,139.7926171733,4.4100000000,0,0,0,0,0,0,0,0,0,0
1813,1660893905.066567825,gps,0,0,35.6533412667,139.7926183567,4.4290000000,0,0,0,0,0,0,0,0,0,0
1814,1660893905.262056987,gps,0,0,35.6533424250,139.7926200067,4.4040000000,0,0,0,0,0,0,0,0,0,0
1815,1660893905.449491895,gps,0,0,35.6533439783,139.7926216133,4.4150000000,0,0,0,0,0,0,0,0,0,0
1816,1660893905.657320208,gps,0,0,35.6533449400,139.7926231317,4.4460000000,0,0,0,0,0,0,0,0,0,0
1817,1660893905.856395401,gps,0,0,35.6533459250,139.7926250217,4.4210000000,0,0,0,0,0,0,0,0,0,0
1818,1660893906.067080152,gps,0,0,35.6533470133,139.7926269150,4.4190000000,0,0,0,0,0,0,0,0,0,0
1819,1660893906.264999155,gps,0,0,35.6533477817,139.7926283950,4.4400000000,0,0,0,0,0,0,0,0,0,0
1820,1660893906.457181910,gps,0,0,35.6533487400,139.7926300267,4.4380000000,0,0,0,0,0,0,0,0,0,0
1821,1660893906.668404611,gps,0,0,35.6533502583,139.7926319067,4.4190000000,0,0,0,0,0,0,0,0,0,0
1822,1660893906.855537347,gps,0,0,35.6533512550,139.7926333133,4.4550000000,0,0,0,0,0,0,0,0,0,0
1823,1660893907.062141223,gps,0,0,35.6533522300,139.7926349533,4.4450000000,0,0,0,0,0,0,0,0,0,0
1824,1660893907.257455637,gps,0,0,35.6533534183,139.7926366200,4.4310000000,0,0,0,0,0,0,0,0,0,0
1825,1660893907.456330576,gps,0,0,35.6533543967,139.7926378883,4.4530000000,0,0,0,0,0,0,0,0,0,0
1826,1660893907.656172001,gps,0,0,35.6533553783,139.7926392167,4.4570000000,0,0,0,0,0,0,0,0,0,0
1827,1660893907.857230478,gps,0,0,35.6533568817,139.7926410283,4.4180000000,0,0,0,0,0,0,0,0,0,0
1828,1660893908.063189247,gps,0,0,35.6533582117,139.7926423533,4.4330000000,0,0,0,0,0,0,0,0,0,0
1829,1660893908.263316480,gps,0,0,35.6533591817,139.7926440517,4.4390000000,0,0,0,0,0,0,0,0,0,0
1830,1660893908.457534175,gps,0,0,35.6533603800,139.7926462067,4.4140000000,0,0,0,0,0,0,0,0,0,0
1831,1660893908.657267672,gps,0,0,35.6533612750,139.7926477483,4.4540000000,0,0,0,0,0,0,0,0,0,0
1832,1660893908.855438452,gps,0,0,35.6533622017,139.7926493017,4.4450000000,0,0,0,0,0,0,0,0,0,0
1833,1660893909.056710699,gps,0,0,35.6533634217,139.7926509617,4.4040000000,0,0,0,0,0,0,0,0,0,0
1834,1660893909.261429482,gps,0,0,35.6533644067,139.7926523667,4.4500000000,0,0,0,0,0,0,0,0,0,0
1835,1660893909.455453106,gps,0,0,35.6533653250,139.7926539450,4.4590000000,0,0,0,0,0,0,0,0,0,0
1836,1660893909.656476022,gps,0,0,35.6533666217,139.7926558167,4.4260000000,0,0,0,0,0,0,0,0,0,0
1837,1660893909.855191221,gps,0,0,35.6533676600,139.7926574617,4.4380000000,0,0,0,0,0,0,0,0,0,0
1838,1660893910.059288426,gps,0,0,35.6533685367,139.7926588317,4.4490000000,0,0,0,0,0,0,0,0,0,0
1839,1660893910.265196451,gps,0,0,35.6533700250,139.7926606700,4.4150000000,0,0,0,0,0,0,0,0,0,0
1840,1660893910.457099317,gps,0,0,35.6533715767,139.7926623550,4.4280000000,0,0,0,0,0,0,0,0,0,0
1841,1660893910.655426161,gps,0,0,35.6533725967,139.7926641350,4.4480000000,0,0,0,0,0,0,0,0,0,0
1842,1660893910.849377334,gps,0,0,35.6533738100,139.7926661100,4.4250000000,0,0,0,0,0,0,0,0,0,0
1843,1660893911.062360165,gps,0,0,35.6533748117,139.7926677867,4.4330000000,0,0,0,0,0,0,0,0,0,0
1844,1660893911.262027990,gps,0,0,35.6533756483,139.7926689867,4.4550000000,0,0,0,0,0,0,0,0,0,0
1845,1660893911.457643455,gps,0,0,35.6533767917,139.7926706017,4.4210000000,0,0,0,0,0,0,0,0,0,0
1846,1660893911.655509978,gps,0,0,35.6533783867,139.7926722300,4.4150000000,0,0,0,0,0,0,0,0,0,0
1847,1660893911.856461584,gps,0,0,35.6533794067,139.7926737417,4.4370000000,0,0,0,0,0,0,0,0,0,0
1848,1660893912.063258963,gps,0,0,35.6533803567,139.7926754533,4.4350000000,0,0,0,0,0,0,0,0,0,0
1849,1660893912.260462139,gps,0,0,35.6533814550,139.7926772983,4.4160000000,0,0,0,0,0,0,0,0,0,0
1850,1660893912.454373649,gps,0,0,35.6533823767,139.7926785533,4.4370000000,0,0,0,0,0,0,0,0,0,0
1851,1660893912.649569615,gps,0,0,35.6533832267,139.7926800333,4.4330000000,0,0,0,0,0,0,0,0,0,0
1852,1660893912.853520661,gps,0,0,35.6533844200,139.7926817317,4.4230000000,0,0,0,0,0,0,0,0,0,0
1853,1660893913.059565327,gps,0,0,35.6533852400,139.7926834317,4.4440000000,0,0,0,0,0,0,0,0,0,0
1854,1660893913.256576889,gps,0,0,35.6533858933,139.7926853250,4.4630000000,0,0,0,0,0,0,0,0,0,0
1855,1660893913.456192306,gps,0,0,35.6533869367,139.7926873283,4.4490000000,0,0,0,0,0,0,0,0,0,0
1856,1660893913.654628296,gps,0,0,35.6533879583,139.7926886683,4.4560000000,0,0,0,0,0,0,0,0,0,0
1857,1660893913.853181004,gps,0,0,35.6533889367,139.7926900250,4.4510000000,0,0,0,0,0,0,0,0,0,0
1858,1660893914.059276171,gps,0,0,35.6533902483,139.7926914967,4.4270000000,0,0,0,0,0,0,0,0,0,0
1859,1660893914.268559001,gps,0,0,35.6533912167,139.7926928650,4.4700000000,0,0,0,0,0,0,0,0,0,0
1860,1660893914.449584292,gps,0,0,35.6533920450,139.7926946733,4.4690000000,0,0,0,0,0,0,0,0,0,0
1861,1660893914.655487731,gps,0,0,35.6533928500,139.7926965967,4.4440000000,0,0,0,0,0,0,0,0,0,0
1862,1660893914.855197943,gps,0,0,35.6533935133,139.7926979300,4.4630000000,0,0,0,0,0,0,0,0,0,0
1863,1660893915.062011877,gps,0,0,35.6533943733,139.7926993233,4.4530000000,0,0,0,0,0,0,0,0,0,0
1864,1660893915.255624346,gps,0,0,35.6533957600,139.7927008717,4.4190000000,0,0,0,0,0,0,0,0,0,0
1865,1660893915.455648569,gps,0,0,35.6533972467,139.7927022583,4.4450000000,0,0,0,0,0,0,0,0,0,0
1866,1660893915.658274834,gps,0,0,35.6533982333,139.7927040300,4.4680000000,0,0,0,0,0,0,0,0,0,0
1867,1660893915.855062274,gps,0,0,35.6533991450,139.7927060183,4.4550000000,0,0,0,0,0,0,0,0,0,0
1868,1660893916.059468538,gps,0,0,35.6534000933,139.7927078417,4.4640000000,0,0,0,0,0,0,0,0,0,0
1869,1660893916.255218382,gps,0,0,35.6534007950,139.7927091767,4.4890000000,0,0,0,0,0,0,0,0,0,0
1870,1660893916.454615063,gps,0,0,35.6534018183,139.7927108617,4.4740000000,0,0,0,0,0,0,0,0,0,0
1871,1660893916.653524539,gps,0,0,35.6534032617,139.7927123883,4.4800000000,0,0,0,0,0,0,0,0,0,0
1872,1660893916.853174852,gps,0,0,35.6534041733,139.7927140800,4.4990000000,0,0,0,0,0,0,0,0,0,0
1873,1660893917.059262780,gps,0,0,35.6534053267,139.7927158467,4.4930000000,0,0,0,0,0,0,0,0,0,0
1874,1660893917.259383750,gps,0,0,35.6534066650,139.7927177317,4.4670000000,0,0,0,0,0,0,0,0,0,0
1875,1660893917.455191266,gps,0,0,35.6534077433,139.7927192100,4.4800000000,0,0,0,0,0,0,0,0,0,0
1876,1660893917.654640762,gps,0,0,35.6534087717,139.7927207750,4.4890000000,0,0,0,0,0,0,0,0,0,0
1877,1660893917.852472589,gps,0,0,35.6534101667,139.7927227283,4.5000000000,0,0,0,0,0,0,0,0,0,0
1878,1660893918.055454401,gps,0,0,35.6534109433,139.7927243517,4.5220000000,0,0,0,0,0,0,0,0,0,0
1879,1660893918.269582922,gps,0,0,35.6534118783,139.7927263567,4.4970000000,0,0,0,0,0,0,0,0,0,0
1880,1660893918.455574004,gps,0,0,35.6534128617,139.7927281967,4.5000000000,0,0,0,0,0,0,0,0,0,0
1881,1660893918.657128264,gps,0,0,35.6534135700,139.7927294450,4.5240000000,0,0,0,0,0,0,0,0,0,0
1882,1660893918.855373791,gps,0,0,35.6534145250,139.7927311183,4.5090000000,0,0,0,0,0,0,0,0,0,0
1883,1660893919.058512657,gps,0,0,35.6534161050,139.7927330367,4.4990000000,0,0,0,0,0,0,0,0,0,0
1884,1660893919.263325516,gps,0,0,35.6534170683,139.7927346683,4.5420000000,0,0,0,0,0,0,0,0,0,0
1885,1660893919.453047609,gps,0,0,35.6534179917,139.7927364950,4.5270000000,0,0,0,0,0,0,0,0,0,0
1886,1660893919.652324955,gps,0,0,35.6534190733,139.7927386983,4.5080000000,0,0,0,0,0,0,0,0,0,0
1887,1660893919.847320644,gps,0,0,35.6534199767,139.7927401450,4.5320000000,0,0,0,0,0,0,0,0,0,0
1888,1660893920.058458977,gps,0,0,35.6534210567,139.7927416417,4.5190000000,0,0,0,0,0,0,0,0,0,0
1889,1660893920.254573559,gps,0,0,35.6534226800,139.7927433617,4.5030000000,0,0,0,0,0,0,0,0,0,0
1890,1660893920.455175026,gps,0,0,35.6534238950,139.7927448433,4.5350000000,0,0,0,0,0,0,0,0,0,0
1891,1660893920.654896481,gps,0,0,35.6534248033,139.7927466417,4.5400000000,0,0,0,0,0,0,0,0,0,0
1892,1660893920.852389917,gps,0,0,35.6534260450,139.7927487900,4.5180000000,0,0,0,0,0,0,0,0,0,0
1893,1660893921.059546212,gps,0,0,35.6534271967,139.7927504933,4.5350000000,0,0,0,0,0,0,0,0,0,0
1894,1660893921.254297440,gps,0,0,35.6534279900,139.7927518950,4.5490000000,0,0,0,0,0,0,0,0,0,0
1895,1660893921.453397685,gps,0,0,35.6534294767,139.7927539383,4.5060000000,0,0,0,0,0,0,0,0,0,0
1896,1660893921.655310273,gps,0,0,35.6534307333,139.7927554900,4.5500000000,0,0,0,0,0,0,0,0,0,0
1897,1660893921.852504183,gps,0,0,35.6534315117,139.7927569367,4.5520000000,0,0,0,0,0,0,0,0,0,0
1898,1660893922.057358666,gps,0,0,35.6534326050,139.7927588850,4.5240000000,0,0,0,0,0,0,0,0,0,0
1899,1660893922.262041181,gps,0,0,35.6534338317,139.7927606350,4.5340000000,0,0,0,0,0,0,0,0,0,0
1900,1660893922.453563372,gps,0,0,35.6534347833,139.7927618900,4.5460000000,0,0,0,0,0,0,0,0,0,0
1901,1660893922.653606748,gps,0,0,35.6534360967,139.7927634500,4.5200000000,0,0,0,0,0,0,0,0,0,0
1902,1660893922.852528881,gps,0,0,35.6534376767,139.7927647000,4.5340000000,0,0,0,0,0,0,0,0,0,0
1903,1660893923.059262206,gps,0,0,35.6534385600,139.7927662383,4.5660000000,0,0,0,0,0,0,0,0,0,0
1904,1660893923.253406423,gps,0,0,35.6534395883,139.7927679433,4.5570000000,0,0,0,0,0,0,0,0,0,0
1905,1660893923.458406437,gps,0,0,35.6534407383,139.7927698450,4.5520000000,0,0,0,0,0,0,0,0,0,0
1906,1660893923.654837463,gps,0,0,35.6534418983,139.7927712850,4.5750000000,0,0,0,0,0,0,0,0,0,0
1907,1660893923.854263301,gps,0,0,35.6534430600,139.7927727617,4.5620000000,0,0,0,0,0,0,0,0,0,0
1908,1660893924.063358433,gps,0,0,35.6534449717,139.7927744017,4.5570000000,0,0,0,0,0,0,0,0,0,0
1909,1660893924.265062789,gps,0,0,35.6534460233,139.7927760600,4.5910000000,0,0,0,0,0,0,0,0,0,0
1910,1660893924.456134053,gps,0,0,35.6534467633,139.7927777433,4.5850000000,0,0,0,0,0,0,0,0,0,0
1911,1660893924.657035389,gps,0,0,35.6534476150,139.7927796133,4.5720000000,0,0,0,0,0,0,0,0,0,0
1912,1660893924.853305038,gps,0,0,35.6534485467,139.7927807550,4.5980000000,0,0,0,0,0,0,0,0,0,0
1913,1660893925.059967125,gps,0,0,35.6534497833,139.7927819733,4.5920000000,0,0,0,0,0,0,0,0,0,0
1914,1660893925.253600450,gps,0,0,35.6534512833,139.7927832900,4.5760000000,0,0,0,0,0,0,0,0,0,0
1915,1660893925.454592258,gps,0,0,35.6534524967,139.7927844667,4.6020000000,0,0,0,0,0,0,0,0,0,0
1916,1660893925.654417986,gps,0,0,35.6534534200,139.7927860883,4.6000000000,0,0,0,0,0,0,0,0,0,0
1917,1660893925.853492816,gps,0,0,35.6534543783,139.7927880833,4.5780000000,0,0,0,0,0,0,0,0,0,0
1918,1660893926.057358545,gps,0,0,35.6534551450,139.7927895150,4.5890000000,0,0,0,0,0,0,0,0,0,0
1919,1660893926.262238850,gps,0,0,35.6534560700,139.7927910550,4.6090000000,0,0,0,0,0,0,0,0,0,0
1920,1660893926.455113876,gps,0,0,35.6534574633,139.7927927017,4.5790000000,0,0,0,0,0,0,0,0,0,0
1921,1660893926.654381369,gps,0,0,35.6534588833,139.7927940750,4.5830000000,0,0,0,0,0,0,0,0,0,0
1922,1660893926.853235717,gps,0,0,35.6534597683,139.7927958183,4.6010000000,0,0,0,0,0,0,0,0,0,0
1923,1660893927.053621184,gps,0,0,35.6534608917,139.7927979083,4.5730000000,0,0,0,0,0,0,0,0,0,0
1924,1660893927.266857222,gps,0,0,35.6534620900,139.7927999233,4.5910000000,0,0,0,0,0,0,0,0,0,0
1925,1660893927.452224270,gps,0,0,35.6534628467,139.7928012650,4.6120000000,0,0,0,0,0,0,0,0,0,0
1926,1660893927.653363348,gps,0,0,35.6534640983,139.7928028467,4.5820000000,0,0,0,0,0,0,0,0,0,0
1927,1660893927.851823361,gps,0,0,35.6534658783,139.7928043200,4.5780000000,0,0,0,0,0,0,0,0,0,0
1928,1660893928.057117439,gps,0,0,35.6534670550,139.7928057900,4.6080000000,0,0,0,0,0,0,0,0,0,0
1929,1660893928.265042597,gps,0,0,35.6534680833,139.7928074983,4.5980000000,0,0,0,0,0,0,0,0,0,0
