field.header.seq,field.header.stamp,field.header.fream_if,field.status,field.status.service,field.latitude,field.longitude,field.altitude,position_covariance0,position_covariance1,position_covariance2,position_covariance3,position_covariance4,position_covariance5,position_covariance6,position_covariance7,position_covariance8,position_covariance_type
1930,1660893928.453402646,gps,0,0,35.6534692567,139.7928096000,4.5720000000,0,0,0,0,0,0,0,0,0,0
1931,1660893928.652228574,gps,0,0,35.6534701750,139.7928109850,4.6110000000,0,0,0,0,0,0,0,0,0,0
1932,1660893928.846847394,gps,0,0,35.6534714050,139.7928125133,4.5880000000,0,0,0,0,0,0,0,0,0,0
1933,1660893929.059035987,gps,0,0,35.6534731133,139.7928142000,4.5710000000,0,0,0,0,0,0,0,0,0,0
1934,1660893929.258328650,gps,0,0,35.6534741767,139.7928155250,4.6100000000,0,0,0,0,0,0,0,0,0,0
1935,1660893929.452306672,gps,0,0,35.6534750850,139.7928171150,4.6080000000,0,0,0,0,0,0,0,0,0,0
1936,1660893929.652969919,gps,0,0,35.6534760933,139.7928191000,4.5820000000,0,0,0,0,0,0,0,0,0,0
1937,1660893929.851268925,gps,0,0,35.6534769500,139.7928203533,4.6110000000,0,0,0,0,0,0,0,0,0,0
1938,1660893930.059916623,gps,0,0,35.6534780500,139.7928218133,4.5990000000,0,0,0,0,0,0,0,0,0,0
1939,1660893930.252323802,gps,0,0,35.6534797483,139.7928233883,4.5890000000,0,0,0,0,0,0,0,0,0,0
1940,1660893930.451516525,gps,0,0,35.6534810983,139.7928244667,4.6090000000,0,0,0,0,0,0,0,0,0,0
1941,1660893930.646197753,gps,0,0,35.6534821850,139.7928260000,4.6060000000,0,0,0,0,0,0,0,0,0,0
1942,1660893930.849405079,gps,0,0,35.6534829150,139.7928277767,4.5840000000,0,0,0,0,0,0,0,0,0,0
1943,1660893931.054869441,gps,0,0,35.6534834617,139.7928291617,4.5960000000,0,0,0,0,0,0,0,0,0,0
1944,1660893931.253133248,gps,0,0,35.6534843583,139.7928303300,4.6040000000,0,0,0,0,0,0,0,0,0,0
1945,1660893931.454365139,gps,0,0,35.6534858800,139.7928315750,4.5750000000,0,0,0,0,0,0,0,0,0,0
1946,1660893931.653252334,gps,0,0,35.6534878750,139.7928329133,4.5830000000,0,0,0,0,0,0,0,0,0,0
1947,1660893931.854373902,gps,0,0,35.6534890650,139.7928344900,4.6100000000,0,0,0,0,0,0,0,0,0,0
1948,1660893932.059185535,gps,0,0,35.6534900550,139.7928362900,4.6080000000,0,0,0,0,0,0,0,0,0,0
1949,1660893932.255103626,gps,0,0,35.6534913217,139.7928382950,4.6040000000,0,0,0,0,0,0,0,0,0,0
1950,1660893932.448524595,gps,0,0,35.6534921683,139.7928393600,4.6340000000,0,0,0,0,0,0,0,0,0,0
1951,1660893932.654860219,gps,0,0,35.6534931233,139.7928404950,4.6190000000,0,0,0,0,0,0,0,0,0,0
1952,1660893932.853342227,gps,0,0,35.6534945717,139.7928417033,4.5950000000,0,0,0,0,0,0,0,0,0,0
1953,1660893933.060246928,gps,0,0,35.6534955483,139.7928429083,4.6130000000,0,0,0,0,0,0,0,0,0,0
1954,1660893933.260177768,gps,0,0,35.6534963833,139.7928446050,4.6100000000,0,0,0,0,0,0,0,0,0,0
1955,1660893933.454355665,gps,0,0,35.6534973617,139.7928463833,4.5940000000,0,0,0,0,0,0,0,0,0,0
1956,1660893933.655196005,gps,0,0,35.6534984817,139.7928477017,4.6120000000,0,0,0,0,0,0,0,0,0,0
1957,1660893933.854285914,gps,0,0,35.6534996333,139.7928490533,4.6240000000,0,0,0,0,0,0,0,0,0,0
1958,1660893934.058789738,gps,0,0,35.6535011417,139.7928506917,4.6140000000,0,0,0,0,0,0,0,0,0,0
1959,1660893934.255059932,gps,0,0,35.6535023283,139.7928522233,4.6470000000,0,0,0,0,0,0,0,0,0,0
1960,1660893934.454337898,gps,0,0,35.6535031300,139.7928537183,4.6650000000,0,0,0,0,0,0,0,0,0,0
1961,1660893934.653316668,gps,0,0,35.6535042717,139.7928556850,4.6400000000,0,0,0,0,0,0,0,0,0,0
1962,1660893934.855806976,gps,0,0,35.6535056217,139.7928574283,4.6470000000,0,0,0,0,0,0,0,0,0,0
1963,1660893935.061267664,gps,0,0,35.6535068867,139.7928590533,4.6650000000,0,0,0,0,0,0,0,0,0,0
1964,1660893935.262043428,gps,0,0,35.6535085383,139.7928608167,4.6480000000,0,0,0,0,0,0,0,0,0,0
1965,1660893935.456474702,gps,0,0,35.6535100300,139.7928625417,4.6710000000,0,0,0,0,0,0,0,0,0,0
1966,1660893935.658346867,gps,0,0,35.6535108933,139.7928642333,4.6840000000,0,0,0,0,0,0,0,0,0,0
1967,1660893935.854896639,gps,0,0,35.6535118533,139.7928660533,4.6610000000,0,0,0,0,0,0,0,0,0,0
1968,1660893936.056186141,gps,0,0,35.6535127817,139.7928674683,4.6580000000,0,0,0,0,0,0,0,0,0,0
1969,1660893936.261786227,gps,0,0,35.6535137183,139.7928687167,4.6880000000,0,0,0,0,0,0,0,0,0,0
1970,1660893936.454485437,gps,0,0,35.6535152133,139.7928704150,4.6600000000,0,0,0,0,0,0,0,0,0,0
1971,1660893936.656268579,gps,0,0,35.6535167383,139.7928719083,4.6670000000,0,0,0,0,0,0,0,0,0,0
1972,1660893936.853551458,gps,0,0,35.6535176733,139.7928734783,4.6920000000,0,0,0,0,0,0,0,0,0,0
1973,1660893937.059231008,gps,0,0,35.6535186800,139.7928756567,4.6720000000,0,0,0,0,0,0,0,0,0,0
1974,1660893937.256134959,gps,0,0,35.6535194917,139.7928775933,4.6790000000,0,0,0,0,0,0,0,0,0,0
1975,1660893937.458683144,gps,0,0,35.6535204133,139.7928791667,4.7060000000,0,0,0,0,0,0,0,0,0,0
1976,1660893937.654465502,gps,0,0,35.6535219017,139.7928810183,4.6690000000,0,0,0,0,0,0,0,0,0,0
1977,1660893937.849070448,gps,0,0,35.6535232950,139.7928823133,4.6510000000,0,0,0,0,0,0,0,0,0,0
1978,1660893938.060100252,gps,0,0,35.6535241233,139.7928839550,4.6920000000,0,0,0,0,0,0,0,0,0,0
1979,1660893938.260232668,gps,0,0,35.6535252367,139.7928859200,4.6590000000,0,0,0,0,0,0,0,0,0,0
1980,1660893938.455170208,gps,0,0,35.6535262767,139.7928878433,4.6570000000,0,0,0,0,0,0,0,0,0,0
1981,1660893938.654366669,gps,0,0,35.6535272467,139.7928890817,4.6800000000,0,0,0,0,0,0,0,0,0,0
1982,1660893938.853092739,gps,0,0,35.6535284900,139.7928905783,4.6610000000,0,0,0,0,0,0,0,0,0,0
1983,1660893939.060061239,gps,0,0,35.6535301367,139.7928920433,4.6450000000,0,0,0,0,0,0,0,0,0,0
1984,1660893939.259408151,gps,0,0,35.6535312400,139.7928936783,4.6850000000,0,0,0,0,0,0,0,0,0,0
1985,1660893939.453118617,gps,0,0,35.6535321517,139.7928954083,4.6890000000,0,0,0,0,0,0,0,0,0,0
1986,1660893939.648947427,gps,0,0,35.6535331133,139.7928975233,4.6710000000,0,0,0,0,0,0,0,0,0,0
1987,1660893939.852892247,gps,0,0,35.6535340400,139.7928988300,4.6990000000,0,0,0,0,0,0,0,0,0,0
1988,1660893940.058753832,gps,0,0,35.6535353450,139.7929002667,4.6880000000,0,0,0,0,0,0,0,0,0,0
1989,1660893940.266118202,gps,0,0,35.6535370100,139.7929019867,4.6570000000,0,0,0,0,0,0,0,0,0,0
1990,1660893940.456279094,gps,0,0,35.6535383483,139.7929033767,4.6820000000,0,0,0,0,0,0,0,0,0,0
1991,1660893940.657190050,gps,0,0,35.6535390217,139.7929050900,4.6950000000,0,0,0,0,0,0,0,0,0,0
1992,1660893940.857070811,gps,0,0,35.6535398933,139.7929070767,4.6670000000,0,0,0,0,0,0,0,0,0,0
1993,1660893941.063344393,gps,0,0,35.6535407133,139.7929087083,4.6910000000,0,0,0,0,0,0,0,0,0,0
1994,1660893941.261232796,gps,0,0,35.6535418733,139.7929101867,4.6970000000,0,0,0,0,0,0,0,0,0,0
1995,1660893941.452248188,gps,0,0,35.6535435417,139.7929119500,4.6660000000,0,0,0,0,0,0,0,0,0,0
1996,1660893941.654172636,gps,0,0,35.6535450600,139.7929133683,4.6890000000,0,0,0,0,0,0,0,0,0,0
1997,1660893941.852157288,gps,0,0,35.6535459133,139.7929150717,4.7030000000,0,0,0,0,0,0,0,0,0,0
1998,1660893942.059954236,gps,0,0,35.6535467917,139.7929169683,4.6710000000,0,0,0,0,0,0,0,0,0,0
1999,1660893942.261191587,gps,0,0,35.6535476767,139.7929185417,4.6970000000,0,0,0,0,0,0,0,0,0,0
2000,1660893942.454739512,gps,0,0,35.6535486917,139.7929200617,4.7030000000,0,0,0,0,0,0,0,0,0,0
2001,1660893942.656915051,gps,0,0,35.6535502483,139.7929217500,4.6590000000,0,0,0,0,0,0,0,0,0,0
2002,1660893942.856932165,gps,0,0,35.6535515817,139.7929228800,4.6810000000,0,0,0,0,0,0,0,0,0,0
2003,1660893943.061198673,gps,0,0,35.6535524450,139.7929245217,4.6820000000,0,0,0,0,0,0,0,0,0,0
2004,1660893943.249770374,gps,0,0,35.6535534450,139.7929263867,4.6630000000,0,0,0,0,0,0,0,0,0,0
2005,1660893943.457298909,gps,0,0,35.6535542000,139.7929281150,4.6700000000,0,0,0,0,0,0,0,0,0,0
2006,1660893943.656773762,gps,0,0,35.6535551333,139.7929293950,4.6940000000,0,0,0,0,0,0,0,0,0,0
2007,1660893943.860038367,gps,0,0,35.6535566367,139.7929309333,4.6670000000,0,0,0,0,0,0,0,0,0,0
2008,1660893944.064730140,gps,0,0,35.6535583650,139.7929322350,4.6550000000,0,0,0,0,0,0,0,0,0,0
2009,1660893944.272221075,gps,0,0,35.6535592750,139.7929338417,4.6970000000,0,0,0,0,0,0,0,0,0,0
2010,1660893944.458991863,gps,0,0,35.6535603300,139.7929357450,4.6730000000,0,0,0,0,0,0,0,0,0,0
2011,1660893944.661853639,gps,0,0,35.6535610667,139.7929373317,4.6720000000,0,0,0,0,0,0,0,0,0,0
2012,1660893944.858981698,gps,0,0,35.6535620800,139.7929385167,4.6920000000,0,0,0,0,0,0,0,0,0,0
2013,1660893945.058438637,gps,0,0,35.6535634667,139.7929398683,4.6640000000,0,0,0,0,0,0,0,0,0,0
2014,1660893945.256159953,gps,0,0,35.6535653883,139.7929412783,4.6440000000,0,0,0,0,0,0,0,0,0,0
2015,1660893945.454816176,gps,0,0,35.6535668750,139.7929428583,4.6790000000,0,0,0,0,0,0,0,0,0,0
2016,1660893945.656201443,gps,0,0,35.6535682783,139.7929447600,4.6770000000,0,0,0,0,0,0,0,0,0,0
2017,1660893945.854275165,gps,0,0,35.6535695950,139.7929468067,4.6710000000,0,0,0,0,0,0,0,0,0,0
2018,1660893946.059878819,gps,0,0,35.6535704883,139.7929481433,4.6920000000,0,0,0,0,0,0,0,0,0,0
2019,1660893946.266229913,gps,0,0,35.6535713367,139.7929494700,4.7010000000,0,0,0,0,0,0,0,0,0,0
2020,1660893946.458226646,gps,0,0,35.6535728650,139.7929510350,4.6770000000,0,0,0,0,0,0,0,0,0,0
2021,1660893946.655774613,gps,0,0,35.6535741617,139.7929524650,4.6910000000,0,0,0,0,0,0,0,0,0,0
2022,1660893946.851173480,gps,0,0,35.6535750600,139.7929541050,4.6960000000,0,0,0,0,0,0,0,0,0,0
2023,1660893947.062174910,gps,0,0,35.6535763117,139.7929561050,4.6810000000,0,0,0,0,0,0,0,0,0,0
2024,1660893947.254749729,gps,0,0,35.6535776800,139.7929576683,4.6860000000,0,0,0,0,0,0,0,0,0,0
2025,1660893947.457095564,gps,0,0,35.6535784250,139.7929587817,4.7050000000,0,0,0,0,0,0,0,0,0,0
2026,1660893947.655417650,gps,0,0,35.6535796650,139.7929604850,4.6770000000,0,0,0,0,0,0,0,0,0,0
2027,1660893947.853399509,gps,0,0,35.6535808983,139.7929618033,4.6920000000,0,0,0,0,0,0,0,0,0,0
2028,1660893948.062122863,gps,0,0,35.6535816867,139.7929635183,4.7130000000,0,0,0,0,0,0,0,0,0,0
2029,1660893948.255375743,gps,0,0,35.6535826683,139.7929653933,4.6940000000,0,0,0,0,0,0,0,0,0,0
2030,1660893948.454995789,gps,0,0,35.6535836067,139.7929669183,4.6970000000,0,0,0,0,0,0,0,0,0,0
2031,1660893948.649832978,gps,0,0,35.6535846333,139.7929682800,4.7060000000,0,0,0,0,0,0,0,0,0,0
2032,1660893948.854448685,gps,0,0,35.6535860217,139.7929699317,4.6800000000,0,0,0,0,0,0,0,0,0,0
2033,1660893949.060031149,gps,0,0,35.6535874950,139.7929714800,4.6990000000,0,0,0,0,0,0,0,0,0,0
2034,1660893949.256271869,gps,0,0,35.6535885100,139.7929731567,4.7210000000,0,0,0,0,0,0,0,0,0,0
2035,1660893949.457092944,gps,0,0,35.6535896433,139.7929748350,4.7040000000,0,0,0,0,0,0,0,0,0,0
2036,1660893949.656175929,gps,0,0,35.6535907767,139.7929766433,4.6900000000,0,0,0,0,0,0,0,0,0,0
2037,1660893949.858012649,gps,0,0,35.6535916600,139.7929776967,4.7100000000,0,0,0,0,0,0,0,0,0,0
2038,1660893950.062899944,gps,0,0,35.6535928133,139.7929790367,4.7020000000,0,0,0,0,0,0,0,0,0,0
2039,1660893950.256129243,gps,0,0,35.6535944883,139.7929805200,4.6990000000,0,0,0,0,0,0,0,0,0,0
2040,1660893950.450099086,gps,0,0,35.6535957367,139.7929821067,4.7340000000,0,0,0,0,0,0,0,0,0,0
2041,1660893950.658649560,gps,0,0,35.6535969433,139.7929838067,4.7270000000,0,0,0,0,0,0,0,0,0,0
2042,1660893950.854863050,gps,0,0,35.6535981117,139.7929855000,4.7170000000,0,0,0,0,0,0,0,0,0,0
2043,1660893951.063055256,gps,0,0,35.6535990417,139.7929867417,4.7410000000,0,0,0,0,0,0,0,0,0,0
2044,1660893951.261296736,gps,0,0,35.6536001533,139.7929879667,4.7530000000,0,0,0,0,0,0,0,0,0,0
2045,1660893951.455135020,gps,0,0,35.6536019033,139.7929896017,4.7140000000,0,0,0,0,0,0,0,0,0,0
2046,1660893951.655701071,gps,0,0,35.6536036133,139.7929908883,4.7380000000,0,0,0,0,0,0,0,0,0,0
2047,1660893951.852920740,gps,0,0,35.6536047750,139.7929925917,4.7430000000,0,0,0,0,0,0,0,0,0,0
2048,1660893952.057375993,gps,0,0,35.6536060283,139.7929944067,4.7310000000,0,0,0,0,0,0,0,0,0,0
2049,1660893952.247166921,gps,0,0,35.6536070550,139.7929958683,4.7380000000,0,0,0,0,0,0,0,0,0,0
2050,1660893952.454258689,gps,0,0,35.6536079100,139.7929970567,4.7610000000,0,0,0,0,0,0,0,0,0,0
2051,1660893952.662241835,gps,0,0,35.6536095633,139.7929987983,4.7310000000,0,0,0,0,0,0,0,0,0,0
2052,1660893952.850287933,gps,0,0,35.6536112683,139.7930004967,4.7360000000,0,0,0,0,0,0,0,0,0,0
2053,1660893953.059620307,gps,0,0,35.6536121950,139.7930023583,4.7610000000,0,0,0,0,0,0,0,0,0,0
2054,1660893953.252374565,gps,0,0,35.6536132650,139.7930040900,4.7360000000,0,0,0,0,0,0,0,0,0,0
2055,1660893953.455896068,gps,0,0,35.6536139883,139.7930054917,4.7580000000,0,0,0,0,0,0,0,0,0,0
2056,1660893953.655113957,gps,0,0,35.6536150850,139.7930069067,4.7730000000,0,0,0,0,0,0,0,0,0,0
2057,1660893953.855210805,gps,0,0,35.6536164200,139.7930086283,4.7530000000,0,0,0,0,0,0,0,0,0,0
2058,1660893954.055038056,gps,0,0,35.6536177533,139.7930099167,4.7520000000,0,0,0,0,0,0,0,0,0,0
2059,1660893954.262158184,gps,0,0,35.6536186000,139.7930113417,4.7710000000,0,0,0,0,0,0,0,0,0,0
2060,1660893954.452955805,gps,0,0,35.6536199300,139.7930131400,4.7570000000,0,0,0,0,0,0,0,0,0,0
2061,1660893954.652240308,gps,0,0,35.6536213533,139.7930146400,4.7520000000,0,0,0,0,0,0,0,0,0,0
2062,1660893954.851839454,gps,0,0,35.6536224383,139.7930156783,4.7590000000,0,0,0,0,0,0,0,0,0,0
2063,1660893955.057969114,gps,0,0,35.6536238467,139.7930171417,4.7560000000,0,0,0,0,0,0,0,0,0,0
2064,1660893955.256254935,gps,0,0,35.6536253500,139.7930187883,4.7640000000,0,0,0,0,0,0,0,0,0,0
2065,1660893955.453352308,gps,0,0,35.6536264283,139.7930203850,4.7920000000,0,0,0,0,0,0,0,0,0,0
2066,1660893955.657991420,gps,0,0,35.6536278417,139.7930222150,4.7780000000,0,0,0,0,0,0,0,0,0,0
2067,1660893955.847989044,gps,0,0,35.6536292250,139.7930238333,4.7660000000,0,0,0,0,0,0,0,0,0,0
2068,1660893956.058716021,gps,0,0,35.6536304600,139.7930249133,4.7690000000,0,0,0,0,0,0,0,0,0,0
2069,1660893956.258812164,gps,0,0,35.6536320500,139.7930262883,4.7430000000,0,0,0,0,0,0,0,0,0,0
2070,1660893956.454365603,gps,0,0,35.6536341300,139.7930278933,4.7450000000,0,0,0,0,0,0,0,0,0,0
2071,1660893956.653241501,gps,0,0,35.6536353167,139.7930294950,4.7780000000,0,0,0,0,0,0,0,0,0,0
2072,1660893956.851741733,gps,0,0,35.6536365317,139.7930314300,4.7630000000,0,0,0,0,0,0,0,0,0,0
2073,1660893957.059720829,gps,0,0,35.6536375467,139.7930331467,4.7620000000,0,0,0,0,0,0,0,0,0,0
2074,1660893957.254878029,gps,0,0,35.6536383883,139.7930343100,4.8010000000,0,0,0,0,0,0,0,0,0,0
2075,1660893957.451785306,gps,0,0,35.6536400050,139.7930358733,4.7500000000,0,0,0,0,0,0,0,0,0,0
2076,1660893957.647128316,gps,0,0,35.6536420017,139.7930374233,4.7580000000,0,0,0,0,0,0,0,0,0,0
2077,1660893957.849550539,gps,0,0,35.6536431417,139.7930387833,4.7900000000,0,0,0,0,0,0,0,0,0,0
2078,1660893958.055977697,gps,0,0,35.6536444350,139.7930405167,4.7640000000,0,0,0,0,0,0,0,0,0,0
2079,1660893958.250208881,gps,0,0,35.6536457333,139.7930425300,4.7620000000,0,0,0,0,0,0,0,0,0,0
2080,1660893958.454261634,gps,0,0,35.6536466317,139.7930436833,4.8000000000,0,0,0,0,0,0,0,0,0,0
2081,1660893958.650081785,gps,0,0,35.6536480567,139.7930451183,4.7890000000,0,0,0,0,0,0,0,0,0,0
2082,1660893958.848293029,gps,0,0,35.6536499267,139.7930462133,4.7740000000,0,0,0,0,0,0,0,0,0,0
2083,1660893959.054207475,gps,0,0,35.6536512217,139.7930471117,4.7990000000,0,0,0,0,0,0,0,0,0,0
2084,1660893959.248254938,gps,0,0,35.6536523583,139.7930487233,4.7780000000,0,0,0,0,0,0,0,0,0,0
2085,1660893959.443635692,gps,0,0,35.6536537683,139.7930507000,4.7520000000,0,0,0,0,0,0,0,0,0,0
2086,1660893959.650015446,gps,0,0,35.6536548783,139.7930523550,4.7940000000,0,0,0,0,0,0,0,0,0,0
2087,1660893959.846026047,gps,0,0,35.6536563267,139.7930539183,4.7710000000,0,0,0,0,0,0,0,0,0,0
2088,1660893960.053088676,gps,0,0,35.6536581400,139.7930554350,4.7470000000,0,0,0,0,0,0,0,0,0,0
2089,1660893960.247370083,gps,0,0,35.6536598600,139.7930565750,4.7820000000,0,0,0,0,0,0,0,0,0,0
2090,1660893960.445842410,gps,0,0,35.6536609767,139.7930579933,4.7800000000,0,0,0,0,0,0,0,0,0,0
2091,1660893960.654101640,gps,0,0,35.6536625383,139.7930598933,4.7400000000,0,0,0,0,0,0,0,0,0,0
2092,1660893960.846195602,gps,0,0,35.6536638433,139.7930616717,4.7480000000,0,0,0,0,0,0,0,0,0,0
2093,1660893961.051300635,gps,0,0,35.6536647183,139.7930629367,4.7820000000,0,0,0,0,0,0,0,0,0,0
2094,1660893961.256975826,gps,0,0,35.6536661350,139.7930646917,4.7360000000,0,0,0,0,0,0,0,0,0,0
2095,1660893961.449026295,gps,0,0,35.6536678783,139.7930661033,4.7570000000,0,0,0,0,0,0,0,0,0,0
2096,1660893961.647989245,gps,0,0,35.6536691083,139.7930676533,4.7850000000,0,0,0,0,0,0,0,0,0,0
2097,1660893961.847761852,gps,0,0,35.6536703933,139.7930692867,4.7580000000,0,0,0,0,0,0,0,0,0,0
2098,1660893962.052878007,gps,0,0,35.6536714533,139.7930707750,4.7690000000,0,0,0,0,0,0,0,0,0,0
2099,1660893962.257127818,gps,0,0,35.6536725600,139.7930719367,4.7740000000,0,0,0,0,0,0,0,0,0,0
2100,1660893962.449817102,gps,0,0,35.6536741100,139.7930732583,4.7530000000,0,0,0,0,0,0,0,0,0,0
2101,1660893962.650123965,gps,0,0,35.6536759800,139.7930743017,4.7600000000,0,0,0,0,0,0,0,0,0,0
2102,1660893962.849027781,gps,0,0,35.6536771467,139.7930757017,4.7810000000,0,0,0,0,0,0,0,0,0,0
2103,1660893963.048302267,gps,0,0,35.6536781883,139.7930771433,4.7630000000,0,0,0,0,0,0,0,0,0,0
2104,1660893963.249161378,gps,0,0,35.6536791733,139.7930786283,4.7640000000,0,0,0,0,0,0,0,0,0,0
2105,1660893963.447995462,gps,0,0,35.6536802133,139.7930796833,4.7800000000,0,0,0,0,0,0,0,0,0,0
2106,1660893963.648159321,gps,0,0,35.6536817933,139.7930809433,4.7590000000,0,0,0,0,0,0,0,0,0,0
2107,1660893963.847972367,gps,0,0,35.6536836950,139.7930822433,4.7550000000,0,0,0,0,0,0,0,0,0,0
2108,1660893964.053190147,gps,0,0,35.6536851050,139.7930837750,4.7710000000,0,0,0,0,0,0,0,0,0,0
2109,1660893964.249114955,gps,0,0,35.6536862917,139.7930853983,4.7540000000,0,0,0,0,0,0,0,0,0,0
2110,1660893964.450064240,gps,0,0,35.6536876050,139.7930875700,4.7450000000,0,0,0,0,0,0,0,0,0,0
2111,1660893964.656270245,gps,0,0,35.6536885033,139.7930887933,4.7970000000,0,0,0,0,0,0,0,0,0,0
2112,1660893964.843783279,gps,0,0,35.6536898250,139.7930901817,4.7600000000,0,0,0,0,0,0,0,0,0,0
2113,1660893965.054706741,gps,0,0,35.6536917150,139.7930916850,4.7580000000,0,0,0,0,0,0,0,0,0,0
2114,1660893965.249023595,gps,0,0,35.6536932917,139.7930931483,4.7930000000,0,0,0,0,0,0,0,0,0,0
2115,1660893965.462054768,gps,0,0,35.6536947017,139.7930946300,4.7720000000,0,0,0,0,0,0,0,0,0,0
2116,1660893965.649199591,gps,0,0,35.6536962050,139.7930965683,4.7400000000,0,0,0,0,0,0,0,0,0,0
2117,1660893965.848213665,gps,0,0,35.6536972900,139.7930980950,4.7820000000,0,0,0,0,0,0,0,0,0,0
2118,1660893966.054970962,gps,0,0,35.6536983200,139.7930993100,4.7830000000,0,0,0,0,0,0,0,0,0,0
2119,1660893966.248906231,gps,0,0,35.6537000650,139.7931007950,4.7570000000,0,0,0,0,0,0,0,0,0,0
2120,1660893966.447144435,gps,0,0,35.6537017533,139.7931017767,4.7810000000,0,0,0,0,0,0,0,0,0,0
2121,1660893966.643261854,gps,0,0,35.6537029050,139.7931031850,4.7860000000,0,0,0,0,0,0,0,0,0,0
2122,1660893966.846944524,gps,0,0,35.6537043250,139.7931050950,4.7490000000,0,0,0,0,0,0,0,0,0,0
2123,1660893967.052835155,gps,0,0,35.6537054983,139.7931067683,4.7780000000,0,0,0,0,0,0,0,0,0,0
2124,1660893967.254740233,gps,0,0,35.6537064950,139.7931080367,4.8060000000,0,0,0,0,0,0,0,0,0,0
2125,1660893967.449205416,gps,0,0,35.6537081050,139.7931094867,4.7730000000,0,0,0,0,0,0,0,0,0,0
2126,1660893967.648304866,gps,0,0,35.6537100467,139.7931107400,4.7780000000,0,0,0,0,0,0,0,0,0,0
2127,1660893967.847908773,gps,0,0,35.6537111617,139.7931121350,4.8130000000,0,0,0,0,0,0,0,0,0,0
2128,1660893968.053108981,gps,0,0,35.6537123983,139.7931138433,4.7770000000,0,0,0,0,0,0,0,0,0,0
2129,1660893968.254191848,gps,0,0,35.6537138567,139.7931157567,4.7730000000,0,0,0,0,0,0,0,0,0,0
2130,1660893968.443729485,gps,0,0,35.6537147317,139.7931169050,4.8220000000,0,0,0,0,0,0,0,0,0,0
2131,1660893968.649156175,gps,0,0,35.6537162750,139.7931184017,4.7600000000,0,0,0,0,0,0,0,0,0,0
2132,1660893968.849013338,gps,0,0,35.6537182600,139.7931198200,4.7740000000,0,0,0,0,0,0,0,0,0,0
2133,1660893969.057085742,gps,0,0,35.6537195367,139.7931213033,4.7950000000,0,0,0,0,0,0,0,0,0,0
2134,1660893969.250125582,gps,0,0,35.6537207217,139.7931230233,4.7700000000,0,0,0,0,0,0,0,0,0,0
2135,1660893969.449248280,gps,0,0,35.6537217450,139.7931249750,4.7670000000,0,0,0,0,0,0,0,0,0,0
2136,1660893969.650076614,gps,0,0,35.6537226483,139.7931261867,4.8060000000,0,0,0,0,0,0,0,0,0,0
2137,1660893969.847959301,gps,0,0,35.6537239583,139.7931274767,4.7820000000,0,0,0,0,0,0,0,0,0,0
2138,1660893970.054209966,gps,0,0,35.6537260383,139.7931288933,4.7430000000,0,0,0,0,0,0,0,0,0,0
2139,1660893970.247143635,gps,0,0,35.6537276183,139.7931300683,4.7710000000,0,0,0,0,0,0,0,0,0,0
2140,1660893970.453185181,gps,0,0,35.6537285650,139.7931317150,4.7600000000,0,0,0,0,0,0,0,0,0,0
2141,1660893970.655958502,gps,0,0,35.6537296900,139.7931336567,4.7430000000,0,0,0,0,0,0,0,0,0,0
2142,1660893970.849073741,gps,0,0,35.6537309500,139.7931351950,4.7540000000,0,0,0,0,0,0,0,0,0,0
2143,1660893971.058776438,gps,0,0,35.6537319367,139.7931363350,4.7650000000,0,0,0,0,0,0,0,0,0,0
2144,1660893971.261227445,gps,0,0,35.6537337117,139.7931378917,4.7350000000,0,0,0,0,0,0,0,0,0,0
2145,1660893971.451249455,gps,0,0,35.6537355650,139.7931390183,4.7350000000,0,0,0,0,0,0,0,0,0,0
2146,1660893971.650967461,gps,0,0,35.6537364883,139.7931404800,4.7590000000,0,0,0,0,0,0,0,0,0,0
2147,1660893971.849837890,gps,0,0,35.6537374933,139.7931425017,4.7260000000,0,0,0,0,0,0,0,0,0,0
2148,1660893972.050024769,gps,0,0,35.6537387250,139.7931443167,4.7270000000,0,0,0,0,0,0,0,0,0,0
2149,1660893972.250149684,gps,0,0,35.6537397250,139.7931453217,4.7560000000,0,0,0,0,0,0,0,0,0,0
2150,1660893972.450909624,gps,0,0,35.6537412350,139.7931466917,4.7090000000,0,0,0,0,0,0,0,0,0,0
2151,1660893972.651993135,gps,0,0,35.6537430250,139.7931477200,4.7200000000,0,0,0,0,0,0,0,0,0,0
2152,1660893972.850847015,gps,0,0,35.6537442483,139.7931490983,4.7320000000,0,0,0,0,0,0,0,0,0,0
2153,1660893973.061816944,gps,0,0,35.6537453817,139.7931508050,4.7260000000,0,0,0,0,0,0,0,0,0,0
2154,1660893973.257255320,gps,0,0,35.6537463883,139.7931524550,4.7200000000,0,0,0,0,0,0,0,0,0,0
2155,1660893973.449773281,gps,0,0,35.6537476050,139.7931537233,4.7320000000,0,0,0,0,0,0,0,0,0,0
2156,1660893973.648302324,gps,0,0,35.6537492783,139.7931550550,4.7000000000,0,0,0,0,0,0,0,0,0,0
2157,1660893973.844038568,gps,0,0,35.6537511000,139.7931562267,4.6930000000,0,0,0,0,0,0,0,0,0,0
2158,1660893974.054799728,gps,0,0,35.6537523750,139.7931576833,4.7260000000,0,0,0,0,0,0,0,0,0,0
2159,1660893974.257157749,gps,0,0,35.6537534683,139.7931594967,4.7080000000,0,0,0,0,0,0,0,0,0,0
2160,1660893974.449981561,gps,0,0,35.6537546767,139.7931614300,4.6610000000,0,0,0,0,0,0,0,0,0,0
