1711,1660892841.663796504,gps,0,0,35.6533,139.792,4.311,0,0,0,0,0,0,0,0,0,0
1712,1660892841.866919818,gps,0,0,35.6533,139.792,4.313,0,0,0,0,0,0,0,0,0,0
1713,1660892842.072049450,gps,0,0,35.6533,139.792,4.316,0,0,0,0,0,0,0,0,0,0
1714,1660892842.275794093,gps,0,0,35.6533,139.792,4.315,0,0,0,0,0,0,0,0,0,0
1715,1660892842.468009219,gps,0,0,35.6533,139.792,4.314,0,0,0,0,0,0,0,0,0,0
1716,1660892842.668254425,gps,0,0,35.6533,139.792,4.317,0,0,0,0,0,0,0,0,0,0
1717,1660892842.867863020,gps,0,0,35.6533,139.792,4.311,0,0,0,0,0,0,0,0,0,0
1718,1660892843.073831056,gps,0,0,35.6533,139.792,4.315,0,0,0,0,0,0,0,0,0,0
1719,1660892843.273717591,gps,0,0,35.6533,139.792,4.315,0,0,0,0,0,0,0,0,0,0
1720,1660892843.467743261,gps,0,0,35.6533,139.792,4.318,0,0,0,0,0,0,0,0,0,0
1721,1660892843.666982204,gps,0,0,35.6533,139.792,4.309,0,0,0,0,0,0,0,0,0,0
1722,1660892843.864922556,gps,0,0,35.6533,139.792,4.314,0,0,0,0,0,0,0,0,0,0
1723,1660892844.075304448,gps,0,0,35.6533,139.792,4.311,0,0,0,0,0,0,0,0,0,0
1724,1660892844.284540713,gps,0,0,35.6533,139.792,4.31,0,0,0,0,0,0,0,0,0,0
1725,1660892844.467961033,gps,0,0,35.6533,139.792,4.315,0,0,0,0,0,0,0,0,0,0
1726,1660892844.668881956,gps,0,0,35.6533,139.792,4.321,0,0,0,0,0,0,0,0,0,0
1727,1660892844.866925030,gps,0,0,35.6533,139.792,4.316,0,0,0,0,0,0,0,0,0,0
1728,1660892845.071784039,gps,0,0,35.6533,139.792,4.315,0,0,0,0,0,0,0,0,0,0
1729,1660892845.268493873,gps,0,0,35.6533,139.792,4.315,0,0,0,0,0,0,0,0,0,0
1730,1660892845.468011155,gps,0,0,35.6533,139.792,4.318,0,0,0,0,0,0,0,0,0,0
1731,1660892845.667686852,gps,0,0,35.6533,139.792,4.313,0,0,0,0,0,0,0,0,0,0
1732,1660892845.868581651,gps,0,0,35.6533,139.792,4.319,0,0,0,0,0,0,0,0,0,0
1733,1660892846.073762806,gps,0,0,35.6533,139.792,4.319,0,0,0,0,0,0,0,0,0,0
1734,1660892846.279714907,gps,0,0,35.6533,139.792,4.311,0,0,0,0,0,0,0,0,0,0
1735,1660892846.469956953,gps,0,0,35.6533,139.792,4.312,0,0,0,0,0,0,0,0,0,0
1736,1660892846.669868978,gps,0,0,35.6533,139.792,4.314,0,0,0,0,0,0,0,0,0,0
1737,1660892846.868746755,gps,0,0,35.6533,139.792,4.309,0,0,0,0,0,0,0,0,0,0
1738,1660892847.069822812,gps,0,0,35.6533,139.792,4.31,0,0,0,0,0,0,0,0,0,0
1739,1660892847.269537455,gps,0,0,35.6533,139.792,4.309,0,0,0,0,0,0,0,0,0,0
1740,1660892847.468250775,gps,0,0,35.6533,139.792,4.308,0,0,0,0,0,0,0,0,0,0
1741,1660892847.669757762,gps,0,0,35.6533,139.792,4.307,0,0,0,0,0,0,0,0,0,0
1742,1660892847.868245072,gps,0,0,35.6533,139.792,4.304,0,0,0,0,0,0,0,0,0,0
